sheet,points,geotiff,annotation_file,iiif_manifest,overview,native
23,https://dataverse.harvard.edu/api/access/datafile/7002708,https://dataverse.harvard.edu/api/access/datafile/7002871,https://dataverse.harvard.edu/api/access/datafile/7002885,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305650~90076015,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110024.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110024.jp2
24,https://dataverse.harvard.edu/api/access/datafile/7002518,https://dataverse.harvard.edu/api/access/datafile/7002696,https://dataverse.harvard.edu/api/access/datafile/7002559,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305651~90076014,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110025.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110025.jp2
25,https://dataverse.harvard.edu/api/access/datafile/7002655,https://dataverse.harvard.edu/api/access/datafile/7002481,https://dataverse.harvard.edu/api/access/datafile/7002839,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305652~90076013,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110026.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110026.jp2
26,https://dataverse.harvard.edu/api/access/datafile/7002715,https://dataverse.harvard.edu/api/access/datafile/7002543,https://dataverse.harvard.edu/api/access/datafile/7002864,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305653~90076012,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110027.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110027.jp2
27,https://dataverse.harvard.edu/api/access/datafile/7002665,https://dataverse.harvard.edu/api/access/datafile/7002820,https://dataverse.harvard.edu/api/access/datafile/7002527,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305654~90076011,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110028.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110028.jp2
28,https://dataverse.harvard.edu/api/access/datafile/7002568,https://dataverse.harvard.edu/api/access/datafile/7002777,https://dataverse.harvard.edu/api/access/datafile/7002536,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305655~90076010,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110029.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110029.jp2
29,https://dataverse.harvard.edu/api/access/datafile/7002682,https://dataverse.harvard.edu/api/access/datafile/7002575,https://dataverse.harvard.edu/api/access/datafile/7002832,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305656~90076009,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110030.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110030.jp2
30,https://dataverse.harvard.edu/api/access/datafile/7002490,https://dataverse.harvard.edu/api/access/datafile/7002686,https://dataverse.harvard.edu/api/access/datafile/7002815,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305657~90076008,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110031.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110031.jp2
31,https://dataverse.harvard.edu/api/access/datafile/7002684,https://dataverse.harvard.edu/api/access/datafile/7002698,https://dataverse.harvard.edu/api/access/datafile/7002591,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305658~90076007,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110032.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110032.jp2
32,https://dataverse.harvard.edu/api/access/datafile/7002741,https://dataverse.harvard.edu/api/access/datafile/7002619,https://dataverse.harvard.edu/api/access/datafile/7002507,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305659~90076006,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110033.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110033.jp2
33,https://dataverse.harvard.edu/api/access/datafile/7002539,https://dataverse.harvard.edu/api/access/datafile/7002828,https://dataverse.harvard.edu/api/access/datafile/7002634,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305660~90076005,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110034.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110034.jp2
34,https://dataverse.harvard.edu/api/access/datafile/7002497,https://dataverse.harvard.edu/api/access/datafile/7002505,https://dataverse.harvard.edu/api/access/datafile/7002614,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305661~90076004,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110035.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110035.jp2
35,https://dataverse.harvard.edu/api/access/datafile/7002477,https://dataverse.harvard.edu/api/access/datafile/7002520,https://dataverse.harvard.edu/api/access/datafile/7002617,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305662~90076003,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110036.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110036.jp2
36,https://dataverse.harvard.edu/api/access/datafile/7002457,https://dataverse.harvard.edu/api/access/datafile/7002464,https://dataverse.harvard.edu/api/access/datafile/7002621,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305663~90076002,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110037.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110037.jp2
37,https://dataverse.harvard.edu/api/access/datafile/7002880,https://dataverse.harvard.edu/api/access/datafile/7002729,https://dataverse.harvard.edu/api/access/datafile/7002626,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305664~90076074,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110038.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110038.jp2
38,https://dataverse.harvard.edu/api/access/datafile/7002853,https://dataverse.harvard.edu/api/access/datafile/7002825,https://dataverse.harvard.edu/api/access/datafile/7002718,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305665~90076073,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110039.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110039.jp2
39,https://dataverse.harvard.edu/api/access/datafile/7002721,https://dataverse.harvard.edu/api/access/datafile/7002571,https://dataverse.harvard.edu/api/access/datafile/7002594,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305666~90076072,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110040.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110040.jp2
40,https://dataverse.harvard.edu/api/access/datafile/7002499,https://dataverse.harvard.edu/api/access/datafile/7002746,https://dataverse.harvard.edu/api/access/datafile/7002661,https://www.davidrumsey.com/luna/servlet/iiif/RUMSEY~8~1~305667~90076071,https://media.davidrumsey.com/MediaManager/srvr?mediafile=/Size4/RUMSEY~8~1/179/10110041.jpg,https://www.davidrumsey.com/rumsey/download.pl?image=/179/10110041.jp2
