yaml_identifier,geonetwork_uuid,xml_file_path,postponed_values
RUMSEY~8~1~305688~90076050,4a6fb82e-2d54-450a-adf9-45f635186890,/tmp/tmpx6iriir0/RUMSEY~8~1~305688~90076050.xml,"{""uuid"": ""4a6fb82e-2d54-450a-adf9-45f635186890""}"
RUMSEY~8~1~305689~90076049,38d9b017-4ccb-4642-b398-96194326aa38,/tmp/tmpx6iriir0/RUMSEY~8~1~305689~90076049.xml,"{""uuid"": ""38d9b017-4ccb-4642-b398-96194326aa38""}"
RUMSEY~8~1~305690~90076048,e1616524-70c9-4638-afaf-92956e0a602c,/tmp/tmpx6iriir0/RUMSEY~8~1~305690~90076048.xml,"{""uuid"": ""e1616524-70c9-4638-afaf-92956e0a602c""}"
RUMSEY~8~1~305691~90076047,5927ab3c-9905-45d5-a34d-f6dffe62f5fd,/tmp/tmpx6iriir0/RUMSEY~8~1~305691~90076047.xml,"{""uuid"": ""5927ab3c-9905-45d5-a34d-f6dffe62f5fd""}"
RUMSEY~8~1~305692~90076046,a019c561-7ab0-4852-9b52-d2a4452100d4,/tmp/tmpx6iriir0/RUMSEY~8~1~305692~90076046.xml,"{""uuid"": ""a019c561-7ab0-4852-9b52-d2a4452100d4""}"
RUMSEY~8~1~305693~90076045,a160f6ab-71d5-46f4-911d-f527c5ea267a,/tmp/tmpx6iriir0/RUMSEY~8~1~305693~90076045.xml,"{""uuid"": ""a160f6ab-71d5-46f4-911d-f527c5ea267a""}"
RUMSEY~8~1~305694~90076044,1a1a64f8-f433-4289-b8a1-3ff1ca4056f2,/tmp/tmpx6iriir0/RUMSEY~8~1~305694~90076044.xml,"{""uuid"": ""1a1a64f8-f433-4289-b8a1-3ff1ca4056f2""}"
RUMSEY~8~1~305695~90076043,2cc533f3-ba6d-488f-b3cf-dcb7da5e288f,/tmp/tmpx6iriir0/RUMSEY~8~1~305695~90076043.xml,"{""uuid"": ""2cc533f3-ba6d-488f-b3cf-dcb7da5e288f""}"
RUMSEY~8~1~305696~90076042,4b493bea-9335-4c79-99ac-079a7ee76a9b,/tmp/tmpx6iriir0/RUMSEY~8~1~305696~90076042.xml,"{""uuid"": ""4b493bea-9335-4c79-99ac-079a7ee76a9b""}"
RUMSEY~8~1~305697~90076041,e6757ea7-922a-4a89-866c-7d04f008c626,/tmp/tmpx6iriir0/RUMSEY~8~1~305697~90076041.xml,"{""uuid"": ""e6757ea7-922a-4a89-866c-7d04f008c626""}"
RUMSEY~8~1~305698~90076040,ce4a645a-ef92-4d90-90a6-d16a75d28120,/tmp/tmpx6iriir0/RUMSEY~8~1~305698~90076040.xml,"{""uuid"": ""ce4a645a-ef92-4d90-90a6-d16a75d28120""}"
RUMSEY~8~1~305699~90076039,9fdb0c4d-c9b6-44d0-8fd9-7cce7129a656,/tmp/tmpx6iriir0/RUMSEY~8~1~305699~90076039.xml,"{""uuid"": ""9fdb0c4d-c9b6-44d0-8fd9-7cce7129a656""}"
