yaml_identifier,geonetwork_uuid,xml_file_path,postponed_values
TITLE,49bc23fc-57e2-5579-a6e5-c10d6c039866,/tmp/tmpk1dmssts/TITLE.xml,"{""uuid"": null}"
TA,686702ae-b316-54e6-afc6-d22463231812,/tmp/tmpk1dmssts/TA.xml,"{""uuid"": null}"
1,bf9fe6a8-d443-517f-aab9-8645942df035,/tmp/tmpk1dmssts/1.xml,"{""uuid"": null}"
2,530f69e1-a566-51d7-9d91-eb616ae0008e,/tmp/tmpk1dmssts/2.xml,"{""uuid"": null}"
3,c2bf7a54-14eb-5550-93da-d9328b1aee00,/tmp/tmpk1dmssts/3.xml,"{""uuid"": null}"
4,d65c6038-82f8-5ba0-b49e-3068f0374868,/tmp/tmpk1dmssts/4.xml,"{""uuid"": null}"
5,77a87c71-9820-53d0-b133-5d319e9cdf76,/tmp/tmpk1dmssts/5.xml,"{""uuid"": null}"
6,1c12fe76-9101-5c2b-bc4f-ed7413197cd9,/tmp/tmpk1dmssts/6.xml,"{""uuid"": null}"
7,d8ca2052-b949-5309-beeb-9ae3d4214b57,/tmp/tmpk1dmssts/7.xml,"{""uuid"": null}"
8,2d406e8d-047e-5596-b473-5e8e4449d9ec,/tmp/tmpk1dmssts/8.xml,"{""uuid"": null}"
9,e9329328-a19f-5376-a02e-aaf588a819c0,/tmp/tmpk1dmssts/9.xml,"{""uuid"": null}"
10,398ff1bc-822f-5311-90ba-64e32b0e9771,/tmp/tmpk1dmssts/10.xml,"{""uuid"": null}"
11,f6fcc478-195a-50c2-8f66-0fcf281b904c,/tmp/tmpk1dmssts/11.xml,"{""uuid"": null}"
12,2b0e105d-5a80-5598-b131-2ee0959a2a3e,/tmp/tmpk1dmssts/12.xml,"{""uuid"": null}"
13,8a42b955-5130-5df9-b597-495b93a0bc0e,/tmp/tmpk1dmssts/13.xml,"{""uuid"": null}"
14,de45b76e-276d-5403-98e3-df704d1eeaf1,/tmp/tmpk1dmssts/14.xml,"{""uuid"": null}"
15,83d9886d-7699-596d-87a4-eb4cd6659b91,/tmp/tmpk1dmssts/15.xml,"{""uuid"": null}"
16,4f650578-7a6e-57f5-b59a-3edc9b26e672,/tmp/tmpk1dmssts/16.xml,"{""uuid"": null}"
17,6e6b7fd1-d19c-5d9e-8b4a-dff35283c23f,/tmp/tmpk1dmssts/17.xml,"{""uuid"": null}"
18,ee722d33-bc0c-5e37-a724-75140a9e295a,/tmp/tmpk1dmssts/18.xml,"{""uuid"": null}"
19,bb714d3b-6888-5e82-9d52-284bde30ff96,/tmp/tmpk1dmssts/19.xml,"{""uuid"": null}"
20,9081c670-f7e7-5881-be20-ddc6b1a1f553,/tmp/tmpk1dmssts/20.xml,"{""uuid"": null}"
21,a1b1fc37-9c2f-5764-8b36-69be520c85b4,/tmp/tmpk1dmssts/21.xml,"{""uuid"": null}"
22,a57b80e5-e1cd-52bc-bac5-77fa6be82602,/tmp/tmpk1dmssts/22.xml,"{""uuid"": null}"
23,c03f5d3e-9657-5714-bc4e-d8d91c6d75f7,/tmp/tmpk1dmssts/23.xml,"{""uuid"": null}"
